Type,GlobalId,ArchiCADProperties:Element ID,ArchiCADProperties:Hotlink und Element-ID,ArchiCADProperties:Ebene,ArchiCADProperties:Bibliothekselement-Name,ArchiCADProperties:Eindeutige ID,ArchiCADProperties:ARCHICAD IFC ID,ArchiCADProperties:Externe IFC ID,ArchiCADProperties:Kollidierende Räume,ArchiCADProperties:Zugehöriger Raumname,ArchiCADProperties:Zugehörige Raumnummer,ArchiCADProperties:Geschützt,ArchiCADProperties:Verknüpfte Änderungen,ArchiCADProperties:Ursprungsgeschoss Name,ArchiCADProperties:Ursprungsgeschoss Nummer,ArchiCADProperties:Name des Eigenschafts-Objekts,ArchiCADProperties:Element-Typ,ArchiCADProperties:Absolutes Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Relatives Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Überobjekt-ID,ArchiCADProperties:Baustoffe (Alle),ArchiCADProperties:Oberfläche (Alle),ArchiCADProperties:Hotlink Master-ID,ArchiCADProperties:Deckschraffur,ArchiCADProperties:Umbau-Status,ArchiCADProperties:Anzeigen auf Umbau-Filter,ArchiCADProperties:Oberfläche,ArchiCADProperties:Einheitliche Oberfläche,ArchiCADProperties:Raumname,ArchiCADProperties:Raumnummer,ArchiCADProperties:Raumkategoriename,ArchiCADProperties:Raumkategoriecode,ArchiCADProperties:Verbundene 3D Element(e),ArchiCADProperties:ARCHICAD Klassifizierung - v2.0,IfcWallCommon:ElementID
IfcWall,0uCVP92YcPIwFf9ThTRd4e,tbd,tbd,010 Aussenwände,,3831F649-0A29-994B-A3E9-25DADD6E7128,0uCVP92YcPIwFf9ThTRd4e,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWindow,1HjyRyfWxOGhJXw4pFWniT,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,51B7C6FC-A60E-D842-B4E1-E84CCF831B1D,1HjyRyfWxOGhJXw4pFWniT,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen/Essen,3,False,,OG4,4,,Fenster,,,,tbd,,Glas Normalglas; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcWall,1e$8sfP83OIBn21tLXcKRF,tbd,tbd,010 Aussenwände,,68FC8DA9-6480-D848-BC42-0775619946CF,1e$8sfP83OIBn21tLXcKRF,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1MrtACompDIv3CMzkQp$wO,tbd,tbd,016 Innenwände ,,56D7728C-CB0C-CD4B-90CC-5BDB9ACFFE98,1MrtACompDIv3CMzkQp$wO,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1lVgongud_IA_zJvJNsG_l,tbd,tbd,016 Innenwände ,,6F7EACB1-AB89-FE48-AFBD-4F94D7D90FAF,1lVgongud_IA_zJvJNsG_l,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2ChqoVAojTH8zWHV92aGKZ,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,8CAF4C9F-2B2B-5D44-8F60-45F242910523,2ChqoVAojTH8zWHV92aGKZ,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,3UbwpKk4GxGw3kZk$36KPj,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,DE97ACD4-B844-3B43-A0EE-8EEFC319466D,3UbwpKk4GxGw3kZk$36KPj,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung; Zimmer,Wohnung,,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,0a3Zo5ehVUIP_ZhXPanMv4,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,240E3C85-A2B7-DE49-9FA3-AE1664C56E44,0a3Zo5ehVUIP_ZhXPanMv4,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung; Zimmer,Wohnung,,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWindow,19Q1yuNZMmHOmocLCYyTiT,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,49681F38-5E35-B045-8C32-995322F1DB1D,19Q1yuNZMmHOmocLCYyTiT,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen/Essen,3,False,,OG4,4,,Fenster,,,,tbd,,Glas Normalglas; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcWall,0DdLihEnjEGR1r4YO_1Qml,tbd,tbd,010 Aussenwände,,0D9D5B2B-3B1B-4E41-B075-12263E05AC2F,0DdLihEnjEGR1r4YO_1Qml,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcSlab,3nMjSVplzDH8aamg5sZ8mE,tbd,tbd,025 Decken,,F15AD71F-CEFF-4D44-8924-C2A1768C8C0E,3nMjSVplzDH8aamg5sZ8mE,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Decke,,,,tbd,"Bodenbelag 140; Unterlagsboden Zement 420; Wärmedämmung 400; Trittschalldämmung 400; Massivbau Beton, Stahlbeton 705",Parkett Ahorn; FMK Sichtbeton; 15 Farbe gelb (SP),,"Holz Schalung liegend, 10cm",Bestand,Alle relevanten Filter,,,,,,,,Decke,
IfcWall,2sNEWWA3U2Ihe6rJblUJ2m,tbd,tbd,016 Innenwände ,,B65CE820-2837-824A-BA06-D5396F7930B0,2sNEWWA3U2Ihe6rJblUJ2m,,Bad; Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung; Zimmer; Zimmer,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0uYZRIrBP$GQtYlAfYD$WO,tbd,tbd,016 Innenwände ,,388A36D2-D4B6-7F41-ADE2-BCAA6237F818,0uYZRIrBP$GQtYlAfYD$WO,,Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1fpZ9RZHLtIeZB4djeQMZs,tbd,tbd,016 Innenwände ,,69CE325B-8D15-774A-88CB-127B686968F6,1fpZ9RZHLtIeZB4djeQMZs,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1pQchmy$kyGgyUG5Y$xvjl,tbd,tbd,016 Innenwände ,,736A6AF0-F3FB-BC42-AF1E-4058BFEF9B6F,1pQchmy$kyGgyUG5Y$xvjl,,Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,1_lh_kcJsVIB0YXCJ5owl4,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,7EBEBFAE-993D-9F48-B022-84C4C5CBABC4,1_lh_kcJsVIB0YXCJ5owl4,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,0qcjvJ87lBGulwwIBNG3Dy,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,349ADE53-207B-CB43-8BFA-E922D740337C,0qcjvJ87lBGulwwIBNG3Dy,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3QvpqduVM2JvqOIhhuhUr1,tbd,tbd,016 Innenwände ,,DAE73D27-E1F5-824F-9D18-4ABAF8ADED41,3QvpqduVM2JvqOIhhuhUr1,,Bad; Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2n74Y18g35JO4sXiZiawJd,tbd,tbd,016 Innenwände ,,B11C4881-22A0-C54D-8136-86C8EC93A4E7,2n74Y18g35JO4sXiZiawJd,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1lZDphqm3RGOt96c4nu9BR,tbd,tbd,015 Wohnungstrennwände / Kernwände,,6F8CDCEB-D300-DB41-8DC9-1A6131E092DB,1lZDphqm3RGOt96c4nu9BR,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1XMwKfCh$1IAKc1kuFnH_f,tbd,tbd,016 Innenwände ,,615BA529-32BF-C148-A526-06EE0FC51FA9,1XMwKfCh$1IAKc1kuFnH_f,,Gewerbe / Massivbau oi; Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcSlab,0XfyxOWRYeJueQCUxJRFzC,tbd,tbd,025 Decken,,21A7CED8-81B8-A84F-8A1A-31EED36CFF4C,0XfyxOWRYeJueQCUxJRFzC,,Balkon; Balkon,Balkon,Raum.Nr.Kurz,False,,OG4,4,,Decke,,,,tbd,"Bodenbelag 140; Massivbau Beton, Stahlbeton 705","Beton gestrichen, dunkelgrau; Parkett Ahorn; FMK Sichtbeton",,"Holz Schalung liegend, 10cm",Bestand,Alle relevanten Filter,,,,,,,,Decke,
IfcDoor,0HIAR3sb4xJxYq$Fvjw9J_,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,1148A6C3-DA51-3B4F-B8B4-FCFE6DE894FE,0HIAR3sb4xJxYq$Fvjw9J_,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,3$xtbDgenQIBV$06eTdm7E,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,FFEF794D-AA8C-5A48-B7FF-006A1D9F01CE,3$xtbDgenQIBV$06eTdm7E,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3ZyqIb8CgtG9o0iXBRW7IU,tbd,tbd,015 Wohnungstrennwände / Kernwände,,E3F344A5-20CA-B740-9C80-B212DB80749E,3ZyqIb8CgtG9o0iXBRW7IU,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0GY$m4dGkrGvEhb7mv0JSr,tbd,tbd,016 Innenwände ,,108BFC04-9D0B-B543-93AB-947C39013735,0GY$m4dGkrGvEhb7mv0JSr,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2vlALf75L3Jup6y1tC4Jzh,tbd,tbd,016 Innenwände ,,B9BCA569-1C55-434F-8CC6-F01DCC113F6B,2vlALf75L3Jup6y1tC4Jzh,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2G54n0GoGpHhmJVlNGaniT,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,90144C40-4324-3346-BC13-7EF5D0931B1D,2G54n0GoGpHhmJVlNGaniT,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,1Ww2YdTHsOIOSCDojWxJMH,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,60E828A7-751D-9849-870C-372B60ED3591,1Ww2YdTHsOIOSCDojWxJMH,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,1BzWj9tSIMIu7_8xPmJZ4R,tbd,tbd,016 Innenwände ,,4BF60B49-DDC4-964B-81FE-23B6704E311B,1BzWj9tSIMIu7_8xPmJZ4R,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,0DChIAwfowHA0qQLssnCMQ,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,0D32B48A-EA9C-BA44-A034-695DB6C4C59A,0DChIAwfowHA0qQLssnCMQ,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3XF97e_9_cGxL82qGdggGl,tbd,tbd,016 Innenwände ,,E13C91E8-F89F-A643-B548-0B4427AAA42F,3XF97e_9_cGxL82qGdggGl,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,0TW__wvmTxIAaWzKGiMjFp,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,1D83EFBA-E707-7B48-A920-F5442C5AD3F3,0TW__wvmTxIAaWzKGiMjFp,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0NCINfmM4TG9D5nf50avN_,tbd,tbd,015 Wohnungstrennwände / Kernwände,,173125E9-C161-1D40-9345-C691409395FE,0NCINfmM4TG9D5nf50avN_,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3lEApL60MHIxL4XfDJpor5,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,EF38ACD5-1805-914B-B544-869353CF2D45,3lEApL60MHIxL4XfDJpor5,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,230_JxQ0niGuflr_eA7zeC,tbd,tbd,016 Innenwände ,,8303E4FB-680C-6C43-8A6F-D7EA0A1FDA0C,230_JxQ0niGuflr_eA7zeC,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2tr$XIZ2eDIOPTQh4v1ajS,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,B7D7F852-8C2A-0D49-865D-6AB139064B5C,2tr$XIZ2eDIOPTQh4v1ajS,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG4,4,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2i80Sw_bsiIgol6tjiB9zK,tbd,tbd,015 Wohnungstrennwände / Kernwände,,AC20073A-FA5D-AC4A-ACAF-1B7B6C2C9F54,2i80Sw_bsiIgol6tjiB9zK,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,21UahA0Kh7Ivgwc$Kj9gDU,tbd,tbd,016 Innenwände ,,817A4ACA-014A-C74B-9ABA-9BF52D26A35E,21UahA0Kh7Ivgwc$Kj9gDU,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2XmRUItRGkJvhQj0Woti6X,tbd,tbd,016 Innenwände ,,A1C1B792-DDB4-2E4F-9ADA-B40832DEC1A1,2XmRUItRGkJvhQj0Woti6X,,Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3_ZMsKYbe1IAG7WBgO7San,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,FE8D6D94-8A5A-0148-A407-80BA981DC931,3_ZMsKYbe1IAG7WBgO7San,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3MVsTLGcR$GfnhOqLtjW$e,tbd,tbd,016 Innenwände ,,D67F6755-4266-FF42-9C6B-634577B60FE8,3MVsTLGcR$GfnhOqLtjW$e,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0xW5gVywkfGByO728a23OR,tbd,tbd,015 Wohnungstrennwände / Kernwände,,3B805A9F-F3AB-A940-BF18-1C222408361B,0xW5gVywkfGByO728a23OR,,Gewerbe / Massivbau oi; Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Dämmung MW Brandmauer; MW, Kalksandstein 650; Verputz, Innen","Verputz, glatt, weiss; MW Kalksandstein, 2DF; 15 Farbe gelb (SP); FMK Holzfassade V",,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2MBFS7Ky2AJR_QEGZQL0Az,tbd,tbd,016 Innenwände ,,962CF707-53C0-8A4D-BF9A-3908DA5402BD,2MBFS7Ky2AJR_QEGZQL0Az,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWindow,1Xmj21Ts21Ggwu2yc5Thuy,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,61C2D081-7760-8142-AEB8-0BC98576BE3C,1Xmj21Ts21Ggwu2yc5Thuy,,Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Fenster,,,,tbd,,Glas Normalglas; FMK Holzfassade; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
